file_path,emotion,emotion_id,speaker_id,dataset,feature_path,augmented
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_rush_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_264_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_luck_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_265_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_02\03-01-07-01-01-01-02.wav,disgust,1,ravdess_02,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_266_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_02\03-01-07-01-01-01-02.wav,disgust,1,ravdess_02_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_266_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_hole_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_267_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_fit_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_268_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_08\03-01-05-02-02-01-08.wav,angry,0,ravdess_08,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_269_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_08\03-01-05-02-02-01-08.wav,angry,0,ravdess_08_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_269_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_young_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_270_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-08-01-02-02-17.wav,surprise,5,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_271_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-08-01-02-02-17.wav,surprise,5,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_271_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_cheek_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_272_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_07\03-01-03-01-02-02-07.wav,happy,3,ravdess_07,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_273_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_07\03-01-03-01-02-02-07.wav,happy,3,ravdess_07_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_273_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_should_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_274_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_mode_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_275_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_disgust\OAF_love_disgust.wav,disgust,1,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_276_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_talk_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_277_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_late_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_278_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_near_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_279_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_soap_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_280_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_mill_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_281_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-06-02-02-02-18.wav,fear,2,ravdess_18,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_282_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_18\03-01-06-02-02-02-18.wav,fear,2,ravdess_18_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_282_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_said_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_283_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_fat_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_284_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_06\03-01-05-01-01-02-06.wav,angry,0,ravdess_06,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_285_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_06\03-01-05-01-01-02-06.wav,angry,0,ravdess_06_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_285_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_09\03-01-06-02-02-01-09.wav,fear,2,ravdess_09,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_286_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_09\03-01-06-02-02-01-09.wav,fear,2,ravdess_09_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_286_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_disgust\YAF_sail_disgust.wav,disgust,1,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_disgust_287_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-05-02-01-01-14.wav,angry,0,ravdess_14,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_288_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_14\03-01-05-02-01-01-14.wav,angry,0,ravdess_14_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_288_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_wire_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_289_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-06-02-02-01-17.wav,fear,2,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_290_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-06-02-02-01-17.wav,fear,2,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_290_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-06-02-01-02-19.wav,fear,2,ravdess_19,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_291_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_19\03-01-06-02-01-02-19.wav,fear,2,ravdess_19_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_291_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-02-01-05.wav,surprise,5,ravdess_05,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_292_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-02-01-05.wav,surprise,5,ravdess_05_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_292_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_fail_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_293_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_goal_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_294_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-05-01-02-01-10.wav,angry,0,ravdess_10,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_295_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_10\03-01-05-01-02-01-10.wav,angry,0,ravdess_10_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_295_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_tool_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_296_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_thought_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_297_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-06-02-02-01-04.wav,fear,2,ravdess_04,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_298_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_04\03-01-06-02-02-01-04.wav,fear,2,ravdess_04_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_298_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-07-02-01-02-17.wav,disgust,1,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_299_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-07-02-01-02-17.wav,disgust,1,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_disgust_299_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_doll_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_300_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Pleasant_surprise\OAF_fit_ps.wav,surprise,5,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_301_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_white_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_302_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_keep_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_303_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Fear\OAF_pad_fear.wav,fear,2,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_304_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_pleasant_surprised\YAF_name_ps.wav,surprise,5,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_surprise_305_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-03-02-02-01-03.wav,happy,3,ravdess_03,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_306_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_03\03-01-03-02-02-01-03.wav,happy,3,ravdess_03_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_happy_306_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_gin_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_307_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_09\03-01-05-01-02-01-09.wav,angry,0,ravdess_09,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_308_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_09\03-01-05-01-02-01-09.wav,angry,0,ravdess_09_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_angry_308_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-02-02-05.wav,surprise,5,ravdess_05,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_309_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_05\03-01-08-02-02-02-05.wav,surprise,5,ravdess_05_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_309_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_angry\YAF_hush_angry.wav,angry,0,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_310_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_fear\YAF_good_fear.wav,fear,2,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_fear_311_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_time_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_312_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-08-01-01-02-17.wav,surprise,5,ravdess_17,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_313_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_17\03-01-08-01-01-02-17.wav,surprise,5,ravdess_17_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_313_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_sad\YAF_burn_sad.wav,sad,4,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_314_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_lose_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_315_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\YAF_happy\YAF_soap_happy.wav,happy,3,tess_YAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_316_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-08-02-01-01-01.wav,surprise,5,ravdess_01,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_317_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_01\03-01-08-02-01-01-01.wav,surprise,5,ravdess_01_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_surprise_317_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_happy\OAF_merge_happy.wav,happy,3,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_happy_318_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_Sad\OAF_which_sad.wav,sad,4,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_sad_319_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_12\03-01-06-01-02-01-12.wav,fear,2,ravdess_12,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_320_orig.npy,False
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/ravdess\Actor_12\03-01-06-01-02-01-12.wav,fear,2,ravdess_12_aug,RAVDESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\RAVDESS_fear_320_aug.npy,True
c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/tess/TESS Toronto emotional speech set data\OAF_angry\OAF_door_angry.wav,angry,0,tess_OAF,TESS,c:/Users/Nandhini Prbakaran/OneDrive/Documents/Minor_Nan_Audio/Minor_Nan_Audio/features\TESS_angry_321_orig.npy,False
